"x","y"
784546.280392157,6894911.04705882
784620.060756349,6894968.86803007
784711.392990654,6894867.9411215
784701.424152576,6894560.52539338
784762.663856691,6894886.04997525
784755.172717856,6894847.98054519
784598.27170403,6894656.43819723
784597.23305773,6894987.64356223
784727.078777601,6894655.38248606
784747.565859438,6894915.77848443
784542.002276478,6894854.27990227
784678.99647868,6894653.62534759
784712.084456424,6894538.69730458
784578.900973395,6894678.90486939
784643.455887831,6894703.14060086
784704.14817018,6894724.79946659
784656.173618968,6894885.35106621
784697.804898033,6894898.958302
784696.340482696,6894577.043898
784621.1728588,6894679.29837604
784726.791893903,6894549.51942694
784735.210094054,6894701.27618408
784742.677057515,6894514.96765173
784673.727852439,6894701.53608244
784600.971641493,6895004.09953143
779909.091484016,6894657.16264921
781164.841755537,6895232.19674845
781246.916259708,6895183.03337065
781014.05,6894817.85
779883.718144264,6894933.064347
778722.578249009,6895271.0943937
778840.537576126,6895271.55703208
778910.85758817,6895254.33513288
778701.23545481,6895131.27785528
778823.078617551,6895256.12828892
776566.637242682,6895179.87440982
776529.212754555,6895207.00635753
777529.048948495,6895051.0747387
777670.139917938,6895209.96906253
777538.451626495,6895125.11236252
777548.74343036,6895070.01216544
777519.273826919,6895088.02413819
771594.569377444,6895159.34191819
772094.91204578,6895204.81279924
776553.810403833,6895190.68740589
799764.324271659,6893936.12635903
799730.52649044,6894133.8519667
799862.991215721,6894042.56989295
799794.83277353,6893796.73186831
799724.563553347,6893896.95161529
800083.607182489,6894230.88062726
799711.4250287,6893690.70195032
799814.453658871,6893951.74117797
799774.775861924,6893880.64166141
799780.257411419,6893739.07848522
799826.646263225,6893779.25524968
799824.791144139,6893925.27834257
799815.22506479,6893893.99489438
799621.452778435,6893572.736
799780.905084849,6893910.722924
799748.441588897,6893881.58765255
799703.848215123,6893768.28048356
799734.708388333,6893720.18998888
799831.19532955,6893947.72729521
799806.532296868,6893871.13056186
799762.156922693,6893852.96284751
799943.656981809,6893671.12582629
799732.94942817,6893940.19076996
799808.624764537,6893928.84148918
799713.110653519,6893794.77334687
799758.074666581,6893779.30082861
799748.076222937,6893745.09097535
799698.881639956,6893740.45188009
799705.828239657,6894131.20739169
799693.742053888,6893697.87121652
799750.538906019,6893807.84723044
799957.429802843,6893781.83386061
799695.065178761,6893719.54885431
799765.533972692,6893686.30361942
799685.243345501,6893863.35231473
799712.947019745,6893865.03871563
799841.158480343,6893916.44514449
799833.465642595,6893872.68117316
799915.996633731,6893709.18394286
799848.7,6893821.75
799672.773352855,6893908.21899707
799312.297365692,6894204.95526342
799399.849073973,6893808.92696873
799690.236427146,6894131.61137724
799716.471372189,6893815.5356249
799951.944335778,6893696.79385321
799787.636228639,6893766.92802593
799799.891284764,6893844.37059723
799762.888137692,6894170.89435364
799775.121520068,6893714.28953682
799741.625454925,6893784.20146514
798973.360306945,6893755.70879784
798999.180503773,6893725.87853627
799031.495983936,6893683.31184739
799069.939924141,6893646.11072792
799182.371899886,6893610.59215017
799136.591386932,6893548.18379726
799128.835421414,6894201.99626025
799115.482917976,6894223.45693543
799082.971264456,6893682.46844338
799279.234174513,6893966.81688018
799436.056940554,6893824.38271086
799384.243550047,6893981.37960761
799110.450414459,6893640.93177793
799050.6,6893645.32692308
799421.24238973,6894249.57148439
799269.352800609,6894105.93820396
799085.346470934,6893583.55285183
799113.479558669,6893684.89441824
798929.27920982,6893909.45144425
798933.244604676,6893891.57165618
798960.704367599,6894018.28276375
799256.737518038,6894102.92914863
799037.635154648,6894198.69614183
798932.076872245,6893978.29177947
799087.020128214,6893711.85924037
799466.693590099,6894286.46360387
799240.772927066,6894195.24132413
799104.505244322,6893605.94462051
799036.596405042,6893764.92982433
799129.805628843,6893575.92673553
799391.51075609,6893695.00110215
799276.087523287,6894148.37876904
799255.928388825,6894146.46614663
799091.636144184,6893642.51160022
799437.68061087,6893913.79993156
798902.500213018,6894012.28660922
799136.64683153,6894148.02752096
799075.057161469,6893733.28913362
799163.47631246,6893726.73766604
799134.440634554,6894249.33834886
799216.749406821,6894116.27842263
799026.545757726,6894187.77519679
799203.256145545,6894131.2483449
798922.573509717,6893936.18897538
798626.755210315,6894004.30134509
798542.087250082,6893527.7337922
789707.531345391,6893748.77972101
790810.150433705,6894203.85605122
790038.465847241,6893658.65711876
789416.315115112,6894017.21134961
789575.093903462,6893815.8257835
789399.067058281,6893636.09106197
789390.87908282,6894090.23734429
789682.919047619,6893732.66666667
787636.35137027,6894023.11962038
787603.828238469,6893913.9384282
787546.987858523,6893922.89420047
787442.751579989,6893685.44336268
787517.922352669,6893817.85698919
787466.733518747,6893787.3934178
787858.914847924,6893993.23775175
787497.905307872,6893805.51962206
786849.066433928,6893701.84344453
787562.088791093,6893930.81521513
784776.86157089,6894412.42314918
784905.886911215,6894347.44272448
784785.960585779,6894402.3003697
784944.399746803,6894310.91726801
784867.249951638,6894388.07086764
784881.930914461,6894358.42915528
784900.137798161,6894330.91773677
781824.402403536,6894331.15555878
799069.878846154,6893480.18304304
799005.098086521,6893494.09858275
799011.161697067,6893461.46674675
799105.112547299,6893440.3792
795659.486968838,6892867.04408409
795754.632259703,6892982.80891911
795880.873910773,6893147.59284293
795770.333092551,6893190.47709556
795428.680565759,6892961.96902452
795731.865324401,6892827.99052149
796058.969091267,6893295.28702937
796067.104482759,6893312.0162069
795682.48379413,6892865.40028357
795724.433939419,6892789.57143094
795745.231318406,6892819.29140337
795508.024727712,6892940.70791202
795798.50733945,6893401.33333333
795733.0521364,6893233.10118091
795746.210635213,6892805.0736211
795781.033603708,6893026.82782928
795332.183627284,6892952.41214362
795259.127436054,6893025.1076272
795231.056622412,6892988.60356409
795402.614865951,6893029.90894931
795261.930223407,6892973.529247
795247.39129194,6893000.55309403
795405.56154906,6893000.89856595
789738.259073897,6893170.25276023
789751.582170543,6893181.7675828
789828.366766437,6893480.60081812
789847.831213355,6893435.59769123
789361.518529769,6893392.60670312
789399.753816085,6893472.36211277
789359.897148629,6893485.98307824
789376.991822719,6893371.59431508
789397.54262329,6893393.91255799
789379.529143441,6893435.24421219
789369.400252923,6893453.4072453
789408.546504559,6893460.53475177
789635.633554768,6893225.07623265
789456.464603111,6893460.24902672
787261.471088199,6893496.05769694
787349.842491795,6893500.75220771
789345.124826957,6893424.94630968
789428.612597642,6893421.85345831
789417.946209835,6893438.73794188
789117.45,6893252.75
789439.142456442,6893473.99074094
789393.024870232,6893416.78463101
789429.511969065,6893496.29297021
789355.547515903,6893412.0684086
787346.202790003,6893404.13160102
780489.213615024,6893207.53912363
799906.974217636,6892504.39998322
783381.354498473,6892334.69591261
779071.699437649,6892724.34386335
779361.292069952,6892774.77279279
778832.326343822,6892229.74194936
778858.798616653,6892536.03530194
778879.943740589,6892636.75124138
778962.150512793,6892307.28065062
778869.361202186,6892361.52872951
778869.522756563,6892185.10996413
775780.66107056,6892140.85921347
778845.645669152,6892170.3000483
778986.16975945,6892388.24398625
778845.537690352,6892200.34660724
775742.706036973,6892253.64335644
775746.553158313,6892183.48469342
775763.308296681,6892252.18745947
775770.68353357,6892163.0032343
774652.560636728,6892448.20525687
774575.194304546,6892330.86185004
774617.570614115,6892127.01326612
774645.228098777,6892107.9407656
774636.268584261,6892381.57662175
774650.518801282,6892363.05790385
774712.452283464,6892227.73874016
773991.905834435,6892139.75208322
774038.68198928,6892199.1340207
795545.772120717,6891127.34015386
795419.340285916,6891255.08883494
795435.277468359,6891186.81214016
795527.106993422,6891160.42090975
795490.448014297,6891179.80785015
795460.983833681,6891228.95688939
795085.602260889,6891384.56480408
795384.581664376,6891425.98684925
795345.263069204,6891441.30521948
795156.943707578,6891282.11036179
795333.654055487,6891428.82158803
795349.043301392,6891416.14512746
795322.116287924,6891398.76595247
791008.902219998,6891870.52778552
