"x","y"
390567.108459225,6909389.33222369
390474.728915663,6909431.12409639
390476.130910827,6909850.45027351
390435.442407296,6909307.36217744
390573.019669278,6909428.24273281
390432.62072286,6909422.30249308
390435.456370512,6909334.39157587
390488.273110549,6909800.88370612
390417.44106463,6909388.41595225
390486.665210481,6909783.18438961
388039.498231307,6909366.4003495
387989.64905408,6909348.85918848
388019.844231502,6909354.6208328
387991.812253247,6909328.0990163
389762.625449973,6909259.08589495
389796.433333333,6909288
389824.476725838,6909260.24802761
389803.812971342,6909241.36144564
389810.011045738,6909250.90250459
386712.481648133,6909846.33985075
386912.826612736,6909903.94158888
388006.985127802,6909378.92221191
387949.099028006,6909221.93829051
387919.099443186,6909235.63280836
386289.944965894,6909516.53227114
386312.320833333,6909532.625
386274.599697952,6909482.74928072
386429.430916941,6909883.77900609
386468.006491927,6909885.9904917
386614.739771815,6909906.55993005
386697.752878158,6909827.65966315
386747.652417629,6909856.30915704
385703.088242702,6909472.97351786
385850.37316559,6909375.72456088
386002.084136858,6909628.20311042
386011.139183518,6909365.12600789
385982.050884459,6909387.16404593
385857.652144188,6909690.46301453
385905.078935876,6909346.70435032
386112.103016888,6909389.55479587
386152.742972644,6909399.42181489
386118.188669846,6909409.62916993
386142.804448708,6909422.82377441
386095.04184544,6909411.78867997
386190.318334408,6909418.26680314
386105.421794806,6909427.96689445
386132.295391251,6909397.72677757
386226.893060896,6909764.65734248
386178.972189316,6909748.33890859
384935.917245137,6909362.31355273
384992.452135585,6909799.37828822
385316.92330545,6909613.85438023
385297.207885584,6909587.05971032
385313.624002884,6909583.31685572
385360.301163139,6909576.04789437
385333.587985976,6909592.70728386
385546.750198623,6909582.33431385
385768.700556118,6909562.10993723
385707.540963708,6909524.77028362
384385.909009009,6909775.9965028
384414.15178676,6909780.43462214
384302.371667077,6909745.01891321
384368.01075339,6909706.31509707
384251.08154977,6909858.16311807
384338.343707759,6909763.44957196
384290.952459016,6909852.5704918
384396.741016767,6909727.33501
384305.734011929,6909849.7811323
384394.271444392,6909701.21391507
384442.549679274,6909715.65527538
384479.595995865,6909725.20971111
384568.991767667,6909764.09765814
384604.682162201,6909764.3811501
384991.115387797,6909825.50457773
384906.259079942,6909347.06609833
384903.178253224,6909366.53208968
383760.775879712,6909784.43765102
383729.042760032,6909701.22505781
383752.29207143,6909815.07242822
383741.934665492,6909793.22076404
383789.861277656,6909838.46688057
383788.381560284,6909601.52006079
383924.641483293,6909576.17685412
383971.730496826,6909535.84963887
383975.181156438,6909553.14989389
384379.398306491,6909686.9306247
383137.078458838,6909837.89272173
383181.68167265,6909351.73288564
383084.446943138,6909494.3863809
383085.582006023,6909527.25263444
383207.151019595,6909387.20609102
383203.668322141,6909347.07160706
383369.803739208,6909834.21656681
383337.376212471,6909777.32804722
383330.165678655,6909794.08158925
383319.962891983,6909813.83387936
383348.866885182,6909814.37839294
383210.452241039,6909355.98163385
383387.135480674,6909803.95864993
383775.439327717,6909588.30669434
382160.435085172,6909840.28618854
382216.996338403,6909801.47921852
382223.04769724,6909827.26705763
382778.549072685,6909859.75447518
382757.25015674,6909880.64424885
382798.427810044,6909880.70582651
383195.653030076,6909378.72366702
383045.487483176,6909521.15082997
383053.384195263,6909494.69595618
381552.771658818,6909364.00731613
381720.493991703,6909563.13627727
381698.116175777,6909606.58528564
381733.79119171,6909652.77749632
381731.888047466,6909542.26647874
381740.558525271,6909618.53705672
381997.730522696,6909903.85244258
382142.639074158,6909827.12670021
381989.94682272,6909875.77434522
381063.61865716,6909401.58140226
381108.324313725,6909367.48784314
381073.806597652,6909375.55716935
381117.857825882,6909340.02412165
381013.034759405,6909368.57007765
381258.589738799,6909317.83633589
381174.265799848,6909351.4583121
381477.626747352,6909362.35089259
381528.475259418,6909414.39702717
381446.125685234,6909349.50888594
381423.278109886,6909344.73034581
381501.2941101,6909374.44997902
381441.726597172,6909278.19417622
381500.308023094,6909405.70060961
379918.938852089,6909829.91721786
380744.030986388,6909292.83708479
380858.793661788,6909322.012023
380826.977881273,6909313.23432967
380778.856458727,6909289.94746902
380797.955006423,6909293.48342528
380796.082634895,6909304.70002739
380863.01435239,6909302.26930257
380762.070974133,6909365.29510387
380751.112665047,6909311.69007781
380841.507816025,6909336.2742287
380785.170590683,6909375.49428992
380980.820280218,6909356.26875643
381060.348995434,6909364.41378995
377849.398155468,6909391.66313863
377741.587636035,6909314.82313545
377848.233858268,6909365.15834917
379613.129447652,6909334.58234164
379600.431334435,6909306.67555297
377307.926027397,6909558
377300.993914947,6909536.05106988
377255.617345598,6909551.50258432
377243.179761706,6909542.40181781
377556.281145169,6909417.55212927
377567.924976312,6909404.76408944
377602.64345805,6909918.44929202
376996.821187404,6909608.55482723
376966.60446479,6909733.64434866
376946.825106657,6909804.33297378
376972.962757599,6909715.69766354
377030.369771507,6909615.91544344
377011.521662942,6909605.0261685
376941.853799328,6909683.18934719
376830.996891584,6909677.3026928
377201.658912485,6909537.49168703
377252.463916548,6909521.28055951
376586.847537817,6909325.26704939
376761.781708572,6909837.84603735
376753.499986624,6909792.61780364
376808.852625938,6909772.17406216
376820.211553507,6909823.2635818
376764.977807783,6909803.96724484
376953.855343994,6909817.62961783
